roi_a,roi_b,mode,videos,n_windows,median_global_lag_ms,median_global_r,median_residual_lag_ms,median_iqr_lag_ms,median_abs_residual_lag_ms,mean_abs_residual_lag_ms,mode_abs_residual_lag_ms,median_rms_residual_lag_ms,mean_pct_within_1frame,mean_pct_over_1frame,mean_pct_over_2frames,mean_pct_high_r
forehead,chin,filtered,7,427,16.205329914183213,0.87102612023525,0.66125851773949,25.17851822952942,13.178987137014161,20.80210885951318,4.032988340550838,22.465268945998723,52.071614223108426,47.92838577689157,19.820255171250558,79.35823629274373
forehead,chin,unfiltered,3,212,9.545313608404744,0.7553980582035236,0.22812472207244622,13.511079821223223,6.670295213605026,9.147920276398914,2.309664387225933,12.730590463087118,83.45042072078202,16.54957927921798,0.4830917874396135,35.550055566895736
forehead,left_cheek,filtered,7,417,21.11160998760641,0.8015603903950228,-0.7738428795934411,25.109093744916514,12.823132507503443,16.029356364328663,4.028299420711445,17.909305107117927,59.417729934550785,40.582270065449215,9.258691058570431,67.46873086848657
forehead,left_cheek,unfiltered,1,69,-1.0624092419237858,0.745391315752951,1.7334771163084166,9.449640846938726,4.716730931429028,12.0319382074401,2.4646927817318294,19.890397172277726,76.81159420289855,23.18840579710145,13.043478260869565,28.985507246376812
forehead,right_cheek,filtered,8,469,20.589882828118476,0.7860253503449939,1.250396016815484,21.705825938036302,10.774068395629348,16.147309464070577,4.928408031754261,18.486661620775727,65.19870178947086,34.80129821052914,11.220035967319921,60.706824298605696
forehead,right_cheek,unfiltered,2,141,10.079288424567423,0.7291759702689973,-0.49317722660328434,14.510395763478368,7.373479268172135,9.476421315136701,3.4507262271088766,11.95902352527214,82.27657004830917,17.723429951690818,0.0,13.58695652173913
left_cheek,chin,filtered,6,375,7.495519526694257,0.7951164652325513,-1.498276446500128,20.099183778614353,10.505645937198487,15.724022524049785,4.028712499557834,20.867893905593263,64.99381034610236,35.00618965389763,14.055783240842663,57.471515154027884
left_cheek,right_cheek,filtered,7,440,2.685940450099089,0.8034298711325156,0.6683136510848916,17.5911848953792,8.50283174138903,16.11822568665638,4.234929103512269,22.889670709139015,65.84246567026096,34.157534329739036,14.039820098515223,56.696051543250185
right_cheek,chin,filtered,6,380,1.6910251248684869,0.7786190673089259,2.7160418082860476,27.834213311932373,14.82262494724292,17.748765306521253,4.130363951840513,22.662462829080866,55.088759965818326,44.911240034181674,14.271511020906916,50.06475252583463
