dataset,video_id,roi_a,roi_b,mode,gt_hr_bpm,global_lag_ms_precalc,global_r_precalc,global_lag_ms_refined,global_r_refined,n_windows,median_residual_lag_ms,iqr_residual_lag_ms,median_abs_residual_lag_ms,mean_abs_residual_lag_ms,mode_abs_residual_lag_ms,rms_residual_lag_ms,median_r,pct_windows_|lag|<=1frame,pct_windows_|lag|>1frame,pct_windows_|lag|>2frames,pct_windows_r>=0.8
DATASET_2,subject22,left_cheek,chin,filtered,101.79305561023622,0.0,0.7414621224152728,0.0,0.7414621224152728,93,0.0,0.0,0.0,16.12903225806452,4.166666666666667,23.696608854574333,0.7969404704672681,98.9247311827957,1.0752688172043012,0.0,48.38709677419355
DATASET_2,subject22,left_cheek,right_cheek,filtered,101.79305561023622,0.0,0.7455218039930903,0.0,0.7455218039930903,93,0.0,33.333333333333336,33.333333333333336,21.146953405017918,37.5,27.43516305843672,0.7828302044417628,97.84946236559139,2.1505376344086025,0.0,43.01075268817204
DATASET_2,subject23,forehead,chin,filtered,63.28856843718079,0.0,0.7684723549497826,0.0,0.7684723549497826,57,0.0,33.333333333333336,33.333333333333336,19.88304093567252,7.142857142857143,29.94471839647277,0.834853867923889,92.98245614035088,7.017543859649122,1.7543859649122806,70.17543859649122
DATASET_2,subject23,forehead,left_cheek,filtered,63.28856843718079,33.333333333333336,0.9039214422020669,33.333333333333336,0.9039214422020669,57,66.66666666666667,0.0,66.66666666666667,63.74269005847953,66.66666666666666,66.52030717800791,0.9215409882132791,21.052631578947366,78.94736842105263,12.280701754385964,98.24561403508771
DATASET_2,subject23,forehead,left_cheek,unfiltered,63.28856843718079,33.333333333333336,0.8140260268881684,33.333333333333336,0.8140260268881684,57,66.66666666666667,33.333333333333336,66.66666666666667,58.47953216374269,66.66666666666666,60.53690898062005,0.8246012235044352,26.31578947368421,73.68421052631578,1.7543859649122806,68.42105263157895
DATASET_2,subject23,forehead,right_cheek,filtered,63.28856843718079,33.333333333333336,0.8975477708308058,33.333333333333336,0.8975477708308058,57,66.66666666666667,33.333333333333336,66.66666666666667,50.87719298245614,38.0952380952381,53.89325960451103,0.8973000750770339,49.122807017543856,50.877192982456144,1.7543859649122806,100.0
DATASET_2,subject23,forehead,right_cheek,unfiltered,63.28856843718079,33.333333333333336,0.8115410984239171,33.333333333333336,0.8115410984239171,57,33.333333333333336,33.333333333333336,33.333333333333336,49.12280701754387,35.714285714285715,51.865773681033275,0.8093034244523554,52.63157894736842,47.368421052631575,0.0,61.40350877192983
DATASET_2,subject23,left_cheek,right_cheek,filtered,63.28856843718079,0.0,0.8226483142212742,0.0,0.8226483142212742,58,0.0,33.333333333333336,0.0,17.24137931034483,4.761904761904762,28.365431446558777,0.8628607687818892,89.65517241379311,10.344827586206897,0.0,86.20689655172413
DATASET_2,subject23,right_cheek,chin,filtered,63.28856843718079,-33.333333333333336,0.7204358157009846,-33.333333333333336,0.7204358157009846,58,-66.66666666666667,33.333333333333336,66.66666666666667,59.77011494252874,69.04761904761907,65.21405955174383,0.7749655205264412,39.6551724137931,60.3448275862069,15.517241379310345,39.6551724137931
DATASET_2,subject3,forehead,left_cheek,filtered,101.17044419766795,0.0,0.8264121976413021,0.0,0.8264121976413021,78,0.0,0.0,0.0,10.683760683760685,2.0833333333333335,18.87128390240993,0.8466127647286463,100.0,0.0,0.0,73.07692307692307
DATASET_2,subject3,forehead,left_cheek,unfiltered,101.17044419766795,0.0,0.7412052609451247,0.0,0.7412052609451247,79,0.0,0.0,0.0,8.438818565400846,2.0833333333333335,16.771820180887588,0.749883475038561,100.0,0.0,0.0,29.11392405063291
DATASET_2,subject3,forehead,right_cheek,filtered,101.17044419766795,33.333333333333336,0.9227804366946034,33.333333333333336,0.9227804366946034,78,66.66666666666667,33.333333333333336,66.66666666666667,53.84615384615386,70.83333333333333,57.23943812052383,0.9155536030645831,43.58974358974359,56.41025641025641,5.128205128205128,100.0
DATASET_2,subject3,forehead,right_cheek,unfiltered,101.17044419766795,33.333333333333336,0.8552322653519204,33.333333333333336,0.8552322653519204,79,66.66666666666667,33.333333333333336,66.66666666666667,52.32067510548523,37.5,55.87810724423576,0.8535829786166721,48.10126582278481,51.89873417721519,5.063291139240507,87.34177215189874
DATASET_2,subject3,left_cheek,right_cheek,filtered,101.17044419766795,33.333333333333336,0.7560005554248094,33.333333333333336,0.7560005554248094,78,66.66666666666667,33.333333333333336,66.66666666666667,54.70085470085469,68.75,61.55626523087467,0.7746987307448945,34.61538461538461,65.38461538461539,11.538461538461538,37.17948717948718
DATASET_2,subject30,forehead,left_cheek,filtered,92.71101084812624,33.333333333333336,0.8348473427624705,33.333333333333336,0.8348473427624705,89,66.66666666666667,33.333333333333336,66.66666666666667,53.18352059925094,70.83333333333333,56.75362352107164,0.895021331057107,46.06741573033708,53.93258426966292,5.617977528089887,82.02247191011236
DATASET_2,subject30,forehead,left_cheek,unfiltered,92.71101084812624,33.333333333333336,0.7457462021611037,33.333333333333336,0.7457462021611037,92,66.66666666666667,33.333333333333336,66.66666666666667,52.898550724637694,31.25,57.104024072016074,0.8076769298393947,47.82608695652174,52.17391304347826,7.608695652173914,53.2608695652174
