frame_index,timestamp_unix,timestamp_iso
0,1765334849.1055775,2025-12-10T02:47:29.105577+00:00
1,1765334849.1322517,2025-12-10T02:47:29.132251+00:00
2,1765334849.1494575,2025-12-10T02:47:29.149457+00:00
3,1765334849.1667671,2025-12-10T02:47:29.166767+00:00
4,1765334849.1839385,2025-12-10T02:47:29.183938+00:00
5,1765334849.2013113,2025-12-10T02:47:29.201311+00:00
6,1765334849.2185147,2025-12-10T02:47:29.218514+00:00
7,1765334849.2354088,2025-12-10T02:47:29.235408+00:00
8,1765334849.2524204,2025-12-10T02:47:29.252420+00:00
9,1765334849.269322,2025-12-10T02:47:29.269321+00:00
10,1765334849.2866611,2025-12-10T02:47:29.286661+00:00
11,1765334849.3036885,2025-12-10T02:47:29.303688+00:00
12,1765334849.320631,2025-12-10T02:47:29.320631+00:00
13,1765334849.337841,2025-12-10T02:47:29.337841+00:00
14,1765334849.3548462,2025-12-10T02:47:29.354846+00:00
15,1765334849.3715844,2025-12-10T02:47:29.371584+00:00
16,1765334849.388773,2025-12-10T02:47:29.388772+00:00
17,1765334849.405982,2025-12-10T02:47:29.405981+00:00
18,1765334849.4231117,2025-12-10T02:47:29.423111+00:00
19,1765334849.439889,2025-12-10T02:47:29.439888+00:00
20,1765334849.4568565,2025-12-10T02:47:29.456856+00:00
21,1765334849.4738503,2025-12-10T02:47:29.473850+00:00
22,1765334849.4909403,2025-12-10T02:47:29.490940+00:00
23,1765334849.5100899,2025-12-10T02:47:29.510089+00:00
24,1765334849.5268893,2025-12-10T02:47:29.526889+00:00
25,1765334849.5437691,2025-12-10T02:47:29.543769+00:00
26,1765334849.5607708,2025-12-10T02:47:29.560770+00:00
27,1765334849.5775905,2025-12-10T02:47:29.577590+00:00
28,1765334849.5945163,2025-12-10T02:47:29.594516+00:00
29,1765334849.6114943,2025-12-10T02:47:29.611494+00:00
30,1765334849.6298256,2025-12-10T02:47:29.629825+00:00
31,1765334849.6466253,2025-12-10T02:47:29.646625+00:00
32,1765334849.663598,2025-12-10T02:47:29.663598+00:00
33,1765334849.6805954,2025-12-10T02:47:29.680595+00:00
34,1765334849.6975982,2025-12-10T02:47:29.697598+00:00
35,1765334849.7147763,2025-12-10T02:47:29.714776+00:00
36,1765334849.7318716,2025-12-10T02:47:29.731871+00:00
37,1765334849.75029,2025-12-10T02:47:29.750289+00:00
38,1765334849.7675493,2025-12-10T02:47:29.767549+00:00
39,1765334849.7845414,2025-12-10T02:47:29.784541+00:00
40,1765334849.8015325,2025-12-10T02:47:29.801532+00:00
41,1765334849.820356,2025-12-10T02:47:29.820355+00:00
42,1765334849.8374512,2025-12-10T02:47:29.837451+00:00
43,1765334849.854312,2025-12-10T02:47:29.854312+00:00
44,1765334849.87154,2025-12-10T02:47:29.871540+00:00
45,1765334849.8887134,2025-12-10T02:47:29.888713+00:00
46,1765334849.905819,2025-12-10T02:47:29.905818+00:00
47,1765334849.9226365,2025-12-10T02:47:29.922636+00:00
48,1765334849.9394798,2025-12-10T02:47:29.939479+00:00
49,1765334849.9563613,2025-12-10T02:47:29.956361+00:00
50,1765334849.9733167,2025-12-10T02:47:29.973316+00:00
51,1765334849.990219,2025-12-10T02:47:29.990218+00:00
52,1765334850.0076005,2025-12-10T02:47:30.007600+00:00
53,1765334850.0247798,2025-12-10T02:47:30.024779+00:00
54,1765334850.0415742,2025-12-10T02:47:30.041574+00:00
55,1765334850.0585759,2025-12-10T02:47:30.058576+00:00
56,1765334850.0753195,2025-12-10T02:47:30.075319+00:00
57,1765334850.092121,2025-12-10T02:47:30.092120+00:00
58,1765334850.1093142,2025-12-10T02:47:30.109314+00:00
59,1765334850.1263034,2025-12-10T02:47:30.126303+00:00
60,1765334850.143245,2025-12-10T02:47:30.143245+00:00
61,1765334850.1602073,2025-12-10T02:47:30.160207+00:00
62,1765334850.1770651,2025-12-10T02:47:30.177065+00:00
63,1765334850.1938975,2025-12-10T02:47:30.193897+00:00
64,1765334850.2108166,2025-12-10T02:47:30.210816+00:00
65,1765334850.2278702,2025-12-10T02:47:30.227870+00:00
66,1765334850.244763,2025-12-10T02:47:30.244762+00:00
67,1765334850.2617352,2025-12-10T02:47:30.261735+00:00
68,1765334850.2797294,2025-12-10T02:47:30.279729+00:00
69,1765334850.2968054,2025-12-10T02:47:30.296805+00:00
70,1765334850.3136497,2025-12-10T02:47:30.313649+00:00
71,1765334850.3305745,2025-12-10T02:47:30.330574+00:00
72,1765334850.347584,2025-12-10T02:47:30.347583+00:00
73,1765334850.3644865,2025-12-10T02:47:30.364486+00:00
74,1765334850.3816495,2025-12-10T02:47:30.381649+00:00
75,1765334850.3988674,2025-12-10T02:47:30.398867+00:00
76,1765334850.4156313,2025-12-10T02:47:30.415631+00:00
77,1765334850.4325614,2025-12-10T02:47:30.432561+00:00
78,1765334850.4495392,2025-12-10T02:47:30.449539+00:00
79,1765334850.4665136,2025-12-10T02:47:30.466513+00:00
80,1765334850.4836247,2025-12-10T02:47:30.483624+00:00
81,1765334850.5006332,2025-12-10T02:47:30.500633+00:00
82,1765334850.5174284,2025-12-10T02:47:30.517428+00:00
83,1765334850.534414,2025-12-10T02:47:30.534414+00:00
84,1765334850.5512862,2025-12-10T02:47:30.551286+00:00
85,1765334850.5687158,2025-12-10T02:47:30.568715+00:00
86,1765334850.5857105,2025-12-10T02:47:30.585710+00:00
87,1765334850.603071,2025-12-10T02:47:30.603071+00:00
88,1765334850.6199477,2025-12-10T02:47:30.619947+00:00
89,1765334850.637142,2025-12-10T02:47:30.637141+00:00
90,1765334850.6541321,2025-12-10T02:47:30.654132+00:00
91,1765334850.6711178,2025-12-10T02:47:30.671117+00:00
92,1765334850.6879692,2025-12-10T02:47:30.687969+00:00
93,1765334850.7049854,2025-12-10T02:47:30.704985+00:00
94,1765334850.7218492,2025-12-10T02:47:30.721849+00:00
95,1765334850.7387025,2025-12-10T02:47:30.738702+00:00
96,1765334850.7554853,2025-12-10T02:47:30.755485+00:00
97,1765334850.77249,2025-12-10T02:47:30.772489+00:00
98,1765334850.7893174,2025-12-10T02:47:30.789317+00:00
99,1765334850.806466,2025-12-10T02:47:30.806466+00:00
100,1765334850.8232577,2025-12-10T02:47:30.823257+00:00
101,1765334850.8401628,2025-12-10T02:47:30.840162+00:00
102,1765334850.8570163,2025-12-10T02:47:30.857016+00:00
103,1765334850.8741045,2025-12-10T02:47:30.874104+00:00
104,1765334850.8910928,2025-12-10T02:47:30.891092+00:00
105,1765334850.907878,2025-12-10T02:47:30.907877+00:00
106,1765334850.9249816,2025-12-10T02:47:30.924981+00:00
107,1765334850.9419007,2025-12-10T02:47:30.941900+00:00
108,1765334850.9603076,2025-12-10T02:47:30.960307+00:00
109,1765334850.977151,2025-12-10T02:47:30.977151+00:00
110,1765334850.9943755,2025-12-10T02:47:30.994375+00:00
111,1765334851.0113783,2025-12-10T02:47:31.011378+00:00
112,1765334851.030175,2025-12-10T02:47:31.030174+00:00
113,1765334851.0472512,2025-12-10T02:47:31.047251+00:00
114,1765334851.0643244,2025-12-10T02:47:31.064324+00:00
115,1765334851.0812914,2025-12-10T02:47:31.081291+00:00
116,1765334851.098218,2025-12-10T02:47:31.098217+00:00
117,1765334851.1151996,2025-12-10T02:47:31.115199+00:00
118,1765334851.132331,2025-12-10T02:47:31.132331+00:00
119,1765334851.1504784,2025-12-10T02:47:31.150478+00:00
120,1765334851.167674,2025-12-10T02:47:31.167674+00:00
121,1765334851.1847315,2025-12-10T02:47:31.184731+00:00
122,1765334851.2015407,2025-12-10T02:47:31.201540+00:00
123,1765334851.2188833,2025-12-10T02:47:31.218883+00:00
124,1765334851.2358148,2025-12-10T02:47:31.235814+00:00
125,1765334851.2530172,2025-12-10T02:47:31.253017+00:00
126,1765334851.270491,2025-12-10T02:47:31.270491+00:00
127,1765334851.287587,2025-12-10T02:47:31.287586+00:00
128,1765334851.3045366,2025-12-10T02:47:31.304536+00:00
129,1765334851.3214953,2025-12-10T02:47:31.321495+00:00
130,1765334851.338428,2025-12-10T02:47:31.338428+00:00
131,1765334851.3558047,2025-12-10T02:47:31.355804+00:00
132,1765334851.372755,2025-12-10T02:47:31.372754+00:00
133,1765334851.3898282,2025-12-10T02:47:31.389828+00:00
134,1765334851.406978,2025-12-10T02:47:31.406977+00:00
135,1765334851.4240792,2025-12-10T02:47:31.424079+00:00
136,1765334851.4408827,2025-12-10T02:47:31.440882+00:00
137,1765334851.4579473,2025-12-10T02:47:31.457947+00:00
138,1765334851.4749553,2025-12-10T02:47:31.474955+00:00
139,1765334851.4917524,2025-12-10T02:47:31.491752+00:00
140,1765334851.5086324,2025-12-10T02:47:31.508632+00:00
141,1765334851.5255692,2025-12-10T02:47:31.525569+00:00
142,1765334851.542681,2025-12-10T02:47:31.542681+00:00
143,1765334851.559498,2025-12-10T02:47:31.559498+00:00
144,1765334851.5766456,2025-12-10T02:47:31.576645+00:00
145,1765334851.5935674,2025-12-10T02:47:31.593567+00:00
146,1765334851.6105509,2025-12-10T02:47:31.610550+00:00
147,1765334851.6278012,2025-12-10T02:47:31.627801+00:00
148,1765334851.644754,2025-12-10T02:47:31.644753+00:00
149,1765334851.6617153,2025-12-10T02:47:31.661715+00:00
150,1765334851.6803083,2025-12-10T02:47:31.680308+00:00
151,1765334851.6971028,2025-12-10T02:47:31.697102+00:00
152,1765334851.7141726,2025-12-10T02:47:31.714172+00:00
153,1765334851.731165,2025-12-10T02:47:31.731164+00:00
154,1765334851.7494824,2025-12-10T02:47:31.749482+00:00
155,1765334851.7665184,2025-12-10T02:47:31.766518+00:00
156,1765334851.783293,2025-12-10T02:47:31.783293+00:00
157,1765334851.8004992,2025-12-10T02:47:31.800499+00:00
158,1765334851.8176525,2025-12-10T02:47:31.817652+00:00
159,1765334851.834767,2025-12-10T02:47:31.834767+00:00
160,1765334851.8516376,2025-12-10T02:47:31.851637+00:00
161,1765334851.8687344,2025-12-10T02:47:31.868734+00:00
162,1765334851.886013,2025-12-10T02:47:31.886012+00:00
163,1765334851.9033158,2025-12-10T02:47:31.903315+00:00
164,1765334851.920697,2025-12-10T02:47:31.920697+00:00
165,1765334851.9379113,2025-12-10T02:47:31.937911+00:00
166,1765334851.95516,2025-12-10T02:47:31.955159+00:00
167,1765334851.972427,2025-12-10T02:47:31.972426+00:00
