frame_index,timestamp_unix,timestamp_iso
0,1765926609.4053419,2025-12-16T23:10:09.405346+00:00
1,1765926609.424383,2025-12-16T23:10:09.424389+00:00
2,1765926609.4438488,2025-12-16T23:10:09.443857+00:00
3,1765926609.463028,2025-12-16T23:10:09.463034+00:00
4,1765926609.481825,2025-12-16T23:10:09.481831+00:00
5,1765926609.502389,2025-12-16T23:10:09.502395+00:00
6,1765926609.5202718,2025-12-16T23:10:09.520278+00:00
7,1765926609.538836,2025-12-16T23:10:09.538845+00:00
8,1765926609.558283,2025-12-16T23:10:09.558290+00:00
9,1765926609.5791638,2025-12-16T23:10:09.579167+00:00
10,1765926609.599902,2025-12-16T23:10:09.599910+00:00
11,1765926609.6208389,2025-12-16T23:10:09.620844+00:00
12,1765926609.641719,2025-12-16T23:10:09.641724+00:00
13,1765926609.662598,2025-12-16T23:10:09.662602+00:00
14,1765926609.6834838,2025-12-16T23:10:09.683486+00:00
15,1765926609.700611,2025-12-16T23:10:09.700615+00:00
16,1765926609.721486,2025-12-16T23:10:09.721488+00:00
17,1765926609.74205,2025-12-16T23:10:09.742051+00:00
18,1765926609.7615921,2025-12-16T23:10:09.761593+00:00
19,1765926609.7824771,2025-12-16T23:10:09.782479+00:00
20,1765926609.800707,2025-12-16T23:10:09.800708+00:00
21,1765926609.818336,2025-12-16T23:10:09.818338+00:00
22,1765926609.837153,2025-12-16T23:10:09.837154+00:00
23,1765926609.855819,2025-12-16T23:10:09.855823+00:00
24,1765926609.874356,2025-12-16T23:10:09.874364+00:00
25,1765926609.891257,2025-12-16T23:10:09.891264+00:00
26,1765926609.913059,2025-12-16T23:10:09.913066+00:00
27,1765926609.931242,2025-12-16T23:10:09.931250+00:00
28,1765926609.9480472,2025-12-16T23:10:09.948054+00:00
29,1765926609.968241,2025-12-16T23:10:09.968249+00:00
30,1765926609.988626,2025-12-16T23:10:09.988632+00:00
31,1765926610.005989,2025-12-16T23:10:10.005998+00:00
32,1765926610.0251992,2025-12-16T23:10:10.025206+00:00
33,1765926610.042512,2025-12-16T23:10:10.042526+00:00
34,1765926610.0626078,2025-12-16T23:10:10.062609+00:00
35,1765926610.083478,2025-12-16T23:10:10.083479+00:00
36,1765926610.104345,2025-12-16T23:10:10.104347+00:00
37,1765926610.123691,2025-12-16T23:10:10.123694+00:00
38,1765926610.1417978,2025-12-16T23:10:10.141804+00:00
39,1765926610.159751,2025-12-16T23:10:10.159756+00:00
40,1765926610.180671,2025-12-16T23:10:10.180675+00:00
41,1765926610.198007,2025-12-16T23:10:10.198010+00:00
42,1765926610.21888,2025-12-16T23:10:10.218884+00:00
43,1765926610.239768,2025-12-16T23:10:10.239774+00:00
44,1765926610.260661,2025-12-16T23:10:10.260662+00:00
45,1765926610.2815192,2025-12-16T23:10:10.281520+00:00
46,1765926610.30025,2025-12-16T23:10:10.300254+00:00
47,1765926610.317492,2025-12-16T23:10:10.317493+00:00
48,1765926610.338357,2025-12-16T23:10:10.338358+00:00
49,1765926610.358897,2025-12-16T23:10:10.358905+00:00
50,1765926610.379792,2025-12-16T23:10:10.379795+00:00
51,1765926610.396735,2025-12-16T23:10:10.396737+00:00
52,1765926610.4169128,2025-12-16T23:10:10.416917+00:00
53,1765926610.437833,2025-12-16T23:10:10.437839+00:00
54,1765926610.4587321,2025-12-16T23:10:10.458740+00:00
55,1765926610.475911,2025-12-16T23:10:10.475918+00:00
56,1765926610.493392,2025-12-16T23:10:10.493400+00:00
57,1765926610.51448,2025-12-16T23:10:10.514485+00:00
58,1765926610.5331268,2025-12-16T23:10:10.533134+00:00
59,1765926610.551051,2025-12-16T23:10:10.551063+00:00
60,1765926610.572042,2025-12-16T23:10:10.572047+00:00
61,1765926610.589211,2025-12-16T23:10:10.589218+00:00
62,1765926610.6063402,2025-12-16T23:10:10.606348+00:00
63,1765926610.626337,2025-12-16T23:10:10.626364+00:00
64,1765926610.647417,2025-12-16T23:10:10.647423+00:00
65,1765926610.6641989,2025-12-16T23:10:10.664208+00:00
66,1765926610.685002,2025-12-16T23:10:10.685008+00:00
67,1765926610.705119,2025-12-16T23:10:10.705158+00:00
68,1765926610.723957,2025-12-16T23:10:10.723978+00:00
69,1765926610.745149,2025-12-16T23:10:10.745180+00:00
70,1765926610.762897,2025-12-16T23:10:10.762904+00:00
71,1765926610.781746,2025-12-16T23:10:10.781752+00:00
72,1765926610.799596,2025-12-16T23:10:10.799600+00:00
73,1765926610.818104,2025-12-16T23:10:10.818109+00:00
74,1765926610.838165,2025-12-16T23:10:10.838170+00:00
75,1765926610.859055,2025-12-16T23:10:10.859060+00:00
76,1765926610.880029,2025-12-16T23:10:10.880033+00:00
77,1765926610.9009001,2025-12-16T23:10:10.900905+00:00
78,1765926610.921688,2025-12-16T23:10:10.921706+00:00
79,1765926610.9419022,2025-12-16T23:10:10.941906+00:00
80,1765926610.962792,2025-12-16T23:10:10.962798+00:00
81,1765926610.979566,2025-12-16T23:10:10.979571+00:00
82,1765926610.999296,2025-12-16T23:10:10.999301+00:00
83,1765926611.016951,2025-12-16T23:10:11.016955+00:00
84,1765926611.0372648,2025-12-16T23:10:11.037293+00:00
85,1765926611.0550468,2025-12-16T23:10:11.055048+00:00
86,1765926611.073021,2025-12-16T23:10:11.073025+00:00
87,1765926611.09351,2025-12-16T23:10:11.093513+00:00
88,1765926611.1133702,2025-12-16T23:10:11.113376+00:00
89,1765926611.133739,2025-12-16T23:10:11.133744+00:00
90,1765926611.15061,2025-12-16T23:10:11.150622+00:00
91,1765926611.17026,2025-12-16T23:10:11.170265+00:00
92,1765926611.187569,2025-12-16T23:10:11.187573+00:00
93,1765926611.206144,2025-12-16T23:10:11.206158+00:00
94,1765926611.2288032,2025-12-16T23:10:11.228809+00:00
95,1765926611.2475362,2025-12-16T23:10:11.247540+00:00
96,1765926611.268419,2025-12-16T23:10:11.268423+00:00
97,1765926611.289332,2025-12-16T23:10:11.289335+00:00
98,1765926611.3082528,2025-12-16T23:10:11.308263+00:00
99,1765926611.3277812,2025-12-16T23:10:11.327793+00:00
100,1765926611.348748,2025-12-16T23:10:11.348753+00:00
101,1765926611.3690271,2025-12-16T23:10:11.369029+00:00
102,1765926611.3898969,2025-12-16T23:10:11.389901+00:00
103,1765926611.408725,2025-12-16T23:10:11.408733+00:00
104,1765926611.428633,2025-12-16T23:10:11.428644+00:00
105,1765926611.446944,2025-12-16T23:10:11.446946+00:00
106,1765926611.4678211,2025-12-16T23:10:11.467823+00:00
107,1765926611.488702,2025-12-16T23:10:11.488703+00:00
108,1765926611.5111182,2025-12-16T23:10:11.511121+00:00
109,1765926611.530711,2025-12-16T23:10:11.530755+00:00
110,1765926611.5492191,2025-12-16T23:10:11.549276+00:00
111,1765926611.570158,2025-12-16T23:10:11.570163+00:00
112,1765926611.5880268,2025-12-16T23:10:11.588037+00:00
113,1765926611.605123,2025-12-16T23:10:11.605128+00:00
114,1765926611.626048,2025-12-16T23:10:11.626056+00:00
115,1765926611.6444979,2025-12-16T23:10:11.644501+00:00
116,1765926611.665365,2025-12-16T23:10:11.665368+00:00
117,1765926611.683996,2025-12-16T23:10:11.684002+00:00
118,1765926611.7041228,2025-12-16T23:10:11.704126+00:00
119,1765926611.724992,2025-12-16T23:10:11.724994+00:00
120,1765926611.743288,2025-12-16T23:10:11.743291+00:00
121,1765926611.7641668,2025-12-16T23:10:11.764172+00:00
122,1765926611.7850602,2025-12-16T23:10:11.785062+00:00
123,1765926611.8039029,2025-12-16T23:10:11.803906+00:00
124,1765926611.8244202,2025-12-16T23:10:11.824420+00:00
125,1765926611.842568,2025-12-16T23:10:11.842569+00:00
126,1765926611.8634272,2025-12-16T23:10:11.863429+00:00
127,1765926611.88429,2025-12-16T23:10:11.884291+00:00
128,1765926611.9036381,2025-12-16T23:10:11.903639+00:00
129,1765926611.9245079,2025-12-16T23:10:11.924510+00:00
130,1765926611.9454389,2025-12-16T23:10:11.945440+00:00
131,1765926611.9621959,2025-12-16T23:10:11.962197+00:00
132,1765926611.983061,2025-12-16T23:10:11.983064+00:00
133,1765926612.003947,2025-12-16T23:10:12.003950+00:00
134,1765926612.024831,2025-12-16T23:10:12.024833+00:00
135,1765926612.044238,2025-12-16T23:10:12.044242+00:00
136,1765926612.065129,2025-12-16T23:10:12.065133+00:00
137,1765926612.085463,2025-12-16T23:10:12.085466+00:00
138,1765926612.106338,2025-12-16T23:10:12.106339+00:00
139,1765926612.1238341,2025-12-16T23:10:12.123837+00:00
140,1765926612.144489,2025-12-16T23:10:12.144489+00:00
141,1765926612.165267,2025-12-16T23:10:12.165268+00:00
142,1765926612.182476,2025-12-16T23:10:12.182478+00:00
143,1765926612.20274,2025-12-16T23:10:12.202741+00:00
144,1765926612.2198348,2025-12-16T23:10:12.219838+00:00
145,1765926612.239737,2025-12-16T23:10:12.239740+00:00
146,1765926612.257853,2025-12-16T23:10:12.257857+00:00
147,1765926612.2763321,2025-12-16T23:10:12.276336+00:00
148,1765926612.2972019,2025-12-16T23:10:12.297204+00:00
149,1765926612.318068,2025-12-16T23:10:12.318070+00:00
150,1765926612.3358111,2025-12-16T23:10:12.335813+00:00
151,1765926612.356479,2025-12-16T23:10:12.356490+00:00
152,1765926612.376839,2025-12-16T23:10:12.376845+00:00
153,1765926612.396183,2025-12-16T23:10:12.396183+00:00
154,1765926612.417054,2025-12-16T23:10:12.417060+00:00
